label	correction
1	The sentence is already correct.
0	It was sunk.
0	Who did you think kissed the gorilla?
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	There were four men who arrived at the station when I pulled up.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Who has Peter talked to?
1	The sentence is already correct.
0	John thinks that Mary loves herself.
0	Which of his pictures does John like?
0	Any owl hunts mice.
0	No man ate dinner.
1	The sentence is already correct.
0	Everyone who attended last week's huge rally, whoever they were, signed the petition.
1	The sentence is already correct.
0	All tigers have orange fur marked with black stripes.
0	Every albino tiger has white fur with black or dark brown stripes and pink eyes.
0	You must pick any flower that you see.
1	The sentence is already correct.
0	You may pick every flower, but leave a few for me and Mary.
1	The sentence is already correct.
0	In which car was the man seen? The sentence is already correct.
0	The man whom Mary loves and Sally hates computed my tax.
0	The kennel that Mary made, in which Fido sleeps, has been stolen.
0	Tom said he would and Bill actually did eat a raw eggplant.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is not a complete sentence as it is missing a verb. A possible correction could be: "A tall building stands proudly in the center of the city."
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	She asked if Alison was coming to the party.
0	They realized that Sir Thomas had never been so offended.
1	The sentence is already correct.
0	Knowing the country well, he took a shortcut.
1	The sentence is already correct.
1	The sentence is already correct.
0	To whom did John send the book?
0	The idea that the Dome was dull dismayed the Prime Minister.
0	He came right in without so much as a knock.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Pat was awarded the Golden Fleece Award and was very upset about it.
0	Kim alienated people by beating his cat and dog.
1	The sentence is already correct.
0	Which article did Terry file without reading?
0	I want to try to buy some whiskey.
0	She goes and buys some whiskey.
0	Kim and Terry are happy.
1	The sentence is already correct.
0	This girl in the red coat will put a picture of Bill in the mailbox and on your desk by tomorrow.
0	Put a picture of Bill on your desk before tomorrow; this girl in the red coat will put a picture of Bill on your desk by then, too.
0	A picture of Bill: This girl in the red coat will put a picture of Bill on your desk before tomorrow.
1	The sentence is already correct.
0	John became deathly afraid of flying.
0	What John promised was to be gentle.
0	Which books about cooking does Henri want to buy?
1	The sentence is already correct.
1	The sentence is already correct.
0	Mary cut the paper.
1	The sentence is already correct.
0	Suddenly, two inspectors from the INS arrived.
0	The soup is cooking and thickening.
1	The sentence is already correct.
0	John asked a question.
0	I even saw the student.
0	John whispered that Mary had left.
0	Mary wonders if Bill will come.
0	Sophie will go to the theater.
1	The sentence is already correct.
0	Mary's mother likes herself.
1	The sentence is already correct.
0	John's mother likes herself.
0	Mary revealed herself to John.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	John considers himself to be proud of Mary.
0	You should sit there.
1	The sentence is already correct.
0	Everyone hopes that everyone will sleep.
0	Everyone hopes that he will sleep.
0	Only Churchill remembered giving the Blood, Sweat and Tears speech.
0	John promised Mary he would shave.
1	The sentence is already correct.
0	I saw Bill while you did so, Mary.
0	What Mary did was give Bill a book.
0	The bears sniffed the air.
0	Stealing talismans from witches is dangerous.
0	The sentence is not grammatically correct. A possible correction could be: "Anson was demonized."
0	You kicked yourself
0	The book that I said I'd never read.
0	Anson was demonized up the Khyber.
0	It is not true that I am going to the party.
0	Kick me!
1	The sentence is already correct.
0	Who did you get an accurate description from?
1	The sentence is already correct.
0	The government's imposition of the fine.
0	Did Athena help us?
1	The sentence is already correct.
0	Anson demonized David every day.
4	There is a programme about Euripides on Radio 4 tonight.
1	The sentence is already correct.
1	The sentence is already correct.
0	Correcting for grammar and style: "Anson danced at Trade frantically and with great fervor."
0	Who did you ask what Medea gave?
1	The sentence is already correct.
0	Medea tried to get the nurse to poison her children.
0	I felt that I knew you.
0	Will he be able to do it?
0	I knew that she was happy.
1	The sentence is already correct.
0	We arrived at about six o'clock.
0	Gilgamesh has fought the dragon.
0	Anson thought that he was happy.
1	The sentence is already correct.
0	I might not be going to the party but might be washing my hair.
0	I thought he liked me.
1	The sentence is already correct.
0	Jason appears to be sick.
0	Who did you ask, "What did you see?"
1	The sentence is already correct.
0	He will be able to go.
0	How fierce was the battle?
0	Which king did you ask about the invasion of which city?
0	It is some disgruntled old pigs in those ditches that people love to eat.
0	The monkey is eating that banana.
0	Burn it!
0	It stinks that Aphrodite is omnipresent.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	I inquired as to when we could leave.
1	The sentence is already correct.
0	The monkey is eating the banana.
0	I would like to be able to swim.
1	The sentence is already correct.
0	The sentence is not a correct English sentence. It seems to be missing a verb or perhaps there is some context or additional information that would complete the thought.
1	The sentence is already correct.
0	Anson became muscle-bound.
