label	correction
0	John thinks that Mary loves herself.
0	Which pictures of himself does John like? The sentence is already correct.
0	All owls hunt mice.
0	No man ate dinner.
1	The sentence is already correct.
0	The sentence is already correct.
1	The sentence is already correct.
0	Every tiger has orange fur marked with black stripes.
0	Every albino tiger has white fur with black stripes.
0	You must pick any flower that you see.
1	The sentence is already correct.
0	You may pick every flower, but leave a few for me.
1	The sentence is already correct.
1	The sentence is already correct.
0	The man whom Mary loves and Sally hates computed my tax.
0	The kennel that Mary made, in which Fido sleeps, has been stolen.
0	Tom said he would, but Bill actually did, eat a raw eggplant.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is not a proper sentence as it is missing a verb. It should be: "There is a tall building."
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	She asked if Alison was coming to the party.
0	They realized that Sir Thomas had never been so offended.
1	The sentence is already correct.
0	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	To whom did John send the book?
0	The idea that the Dome was dull dismayed the Prime Minister.
0	He came right in without so much as a knock.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Pat was awarded the Golden Fleece Award and was very upset about it.
0	Kim alienated people by mistreating cats and his dog.
1	The sentence is already correct.
0	The sentence is not a question or statement and cannot be answered as is. Please provide context or rephrase the query for clarity.
0	The sentence is already correct.
0	She goes and buys some whiskey.
0	Kim and Terry are happy.
1	The sentence is already correct.
0	The girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.
0	Put a picture of Bill on your desk before tomorrow. This girl in the red coat will put a picture of Bill on your desk by tomorrow.
0	Put a picture of Bill on my desk by tomorrow, please—this girl in the red coat.
1	The sentence is already correct.
0	John became deathly afraid of flying.
0	What John promised was to be gentle.
0	Which books about cooking does Henri want to buy?
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Suddenly, two inspectors from the INS arrived.
0	The soup is cooking and thickening.
1	The sentence is already correct.
0	The sentence is not a complete thought and requires additional context or information to be grammatically correct.
0	I even saw the student.
0	John whispered that Mary had left.
0	Mary wonders if Bill will come.
0	Sophie will go to the theater.
1	The sentence is already correct.
0	Mary's mother likes herself.
1	The sentence is already correct.
0	John's mother likes him.
0	Mary revealed herself to John.
0	Mary believes that Bill saw himself.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	John considers himself to be proud of Mary.
0	You should sit there first.
1	The sentence is already correct.
0	Everyone hopes that everyone will sleep.
1	The sentence is already correct.
0	Only Churchill remembered giving the Blood, Sweat and Tears speech.
0	John promised Mary he would shave.
1	The sentence is already correct.
0	The sentence is not grammatically correct. It should be: "I saw Bill while you did the same to Mary."
0	What Mary did was give Bill a book.
0	The bears sniffed their food.
0	Stealing talismans from witches is dangerous.
0	The sentence is not grammatically correct.
0	You kicked yourselves.
0	The book that I said I'd never read.
0	Anson demonized those going up the Khyber.
0	The sentence is already correct.
0	The sentence is not a proper English sentence.
1	The sentence is already correct.
0	Who did you get an accurate description from?
0	The Peter whom we all like was at the party.
0	The government's imposition of the fine.
1	The sentence is already correct.
1	The sentence is already correct.
0	Anson demonized David every day.
4	Is there a programme about Euripides on Radio 4 tonight?
1	The sentence is already correct.
1	The sentence is already correct.
0	In a fit of extreme frenzy, Anson danced at Trade.
0	Who did you ask about what Medea gave?
0	It's Anson whom I like.
0	Medea tried to get the nurse to poison her children.
0	The sentence is already correct.
0	Will he be able to do it?
0	I knew that she was happy.
1	The sentence is already correct.
1	The sentence is already correct.
0	Gilgamesh is fighting the dragon.
0	Anson thought that he was happy.
0	Fortunately, Hermione passed biology.
0	I might not be going to the party but might be washing my hair.
0	I thought he liked me.
1	The sentence is already correct.
0	It seems that Jason appears to be sick.
0	Who did you ask what he saw?
0	We linguists love arguing.
0	He will go.
0	How fierce was the battle?
0	Which king did you ask about the invasion of which city?
0	It is some disgruntled old pigs in those ditches that humans love to eat from.
0	The monkey is eating that banana.
0	The sentence is not a proper sentence as it is a command and does not have a subject and a predicate.
0	It stinks that Aphrodite is omnipresent.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is already correct.
0	The sentence is already correct.
0	The sentence is not grammatically correct. It needs more context. A correct version could be: "They kicked them out of the club."
0	The monkey is eating the banana.
0	I would like to be able to swim.
0	The sentence is already correct.
0	The bookcase was full.
1	The sentence is already correct.
0	Anson became muscle-bound.
