label	explanation	correction
0	The sentence is a fragment and does not express a complete thought. It seems to be missing some context or information that would clarify who "he" is and what specific report is being referred to.	Which report did he submit that labeled John as incompetent?
1	The sentence is already grammatically correct.	The sentence is already correct.
0	The relative clause "which were whining" is modifying the noun "cats," but it comes immediately after the verb "let" and is disrupting the sentence's syntax.	He let out the cats that were whining.
1	The sentence is a question and is correct as it is.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
0	This sentence is incorrect due to a grammatical error. The phrase "a proof that" is singular and requires a singular verb, but the verb "were" is plural.	A proof that the claim had been made was given that John had lied.
0	The sentence is not correct because of the incorrect use of the phrase "attributed to." The correct phrase should be "attributed it to."	He attributed it to a short circuit, which was caused by an overloaded transducer, that destroyed most of my factory.
0	The sentence is not correct because of the incorrect use of passive voice.	The mayor regarded the proposal to build a sidewalk from Dartmouth to Smith as being absurd.
0	This sentence is not correct because it uses a passive construction ("I want that Bill left") that is not grammatically correct.	I want Bill's leaving to remain a secret.
0	The sentence is grammatically incorrect. It seems like it's trying to convey that Tom drives in the same way that this man drives, but the structure used is not correct.	I know a man who drives like Tom does.
0	The sentence is incorrect because the verb "are" disagrees with the singular subject "drowning cats."	Rescuing drowning cats, which is against the law, is hard.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the reflexive pronoun "himself" should not be used when the sentence already has the subject "Rutherford."	Rutherford understands himself.
1	The sentence is already correct.	The sentence is already correct.
0	The correct article for the word "proof" in this context is "the" because it is a specific proof for a particular set. Also, the correct adjective to describe something that is difficult to prove is "hard" or "challenging," not "difficult."	The proof for this set being recursive is hard.
0	The sentence is not correct because of the word order. It should be "The madrigals that Henry plays on the lute and sings sound lousy." or "The madrigals that Henry sings and plays the lute sound lousy."	The madrigals that Henry plays on the lute and sings sound lousy.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct. It is a fragment and does not contain a subject and a verb.	Where did you go and what did you eat?
0	The sentence is incorrect grammatically.	Which boys' employer did we elect as guardian president?
0	The sentence is not correct because it is not a well-formed question. It seems to be missing a verb or a preposition, which makes the sentence incomplete and unclear.	How sane is Peter behaving?
0	The sentence is incorrect because of the use of "the River" and "the Hudson River" in the same sentence. This can be confusing as it sounds like two different rivers are being referred to, but the Hudson River is a specific river and should be referred to by its full name.	I live at the place where Route 150 crosses the river and my dad lives at the place where Route 150 crosses the Hudson River, too.
0	This sentence is incorrect because the pronoun "it" is ambiguous and can refer to either "the place" or "Route 150." This makes the sentence confusing and unclear.	I live at the place where Route 150 crosses the Hudson River, and my dad lives there too.
0	The correct phrase should be "Who is she trying to make up with now?". The preposition "with" is missing in the sentence, which makes it incorrect grammatically.	Who is she trying to make up with now?
0	The sentence is not correct because the verb "wind" is not used correctly in this context. It seems you wanted to use the word "Nixon" instead of "wind".	Nixon was party to a plot to negotiate an honorable end to the war in Vietnam.
0	The sentence is incorrect because the preposition "to" is not needed in this context.	Mike talked about politics with my friends yesterday.
0	The sentence is not correct because the phrase "It was expected" is in the passive voice, and the active voice is more clear and direct.	The reporters expected the principal to fire some teachers.
0	The sentence is grammatically incorrect because the pronoun "she" is used to refer to Mike, which assumes that Mike is a woman. However, the sentence does not provide enough context to determine the gender of Mike.	Which hat did Mike quip that Mike never wore?
0	The sentence is not correct because it is a question and is missing a question mark at the end.	Which girl did Mike quip never wore this hat?
0	The sentence is not correct because the preposition "for" is followed by the object "convicts" and then the prepositional phrase is followed by the infinitive "to build." This construction is not correct because the preposition "for" should be followed by a noun or a pronoun, not an infinitive verb phrase.	We donated wire for the convicts to use to build cages.
0	The sentence is grammatically incorrect. The correct phrase should be "I won't have any money." or "I will not have some money."	I won't have any money.
1	The sentence is correct.	The sentence is already correct.
0	The correct sentence should be "I won't ask you to believe that he tried to force me to give him any money." The sentence as it stands is incorrect because the pronoun "her" does not agree with the antecedent "he."	I won't ask you to believe that he tried to force me to give him any money.
0	The correct sentence would be "That Sam sometimes didn't sleep must have pleased someone." The word "somebody" is incorrect in this context because it is not the object of the verb "to please".	That Sam sometimes didn't sleep must have pleased someone.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the verb "worried" should be in the singular form to agree with the singular subject "That."	That the fuzz wanted him worried John, but their wanting her didn't worry Mary.
0	The sentence is not correct because it uses two different verb forms ("will work" and "will be working") in the same sentence, which makes the sentence grammatically inconsistent and incorrect.	I'll work on it if Sam works on it, too.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because of the incorrect use of prepositions. The correct preposition to use in this sentence is "with" instead of "for."	Here's a knife with which for you to cut the onions.
0	The correct sentence should be "Not everybody knows that Fluffy is sick." or "Everybody does not know that Fluffy is sick."	Not everybody knows that Fluffy is sick.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because of the incorrect use of the conjunction "and".	The younger woman might have been tall, and the older one, who definitely was blond, might have been as well.
0	This sentence is not correct because of the incorrect use of the comma after the word "blond." The sentence also has a confusing structure and lacks proper punctuation to clearly distinguish between the descriptions of Sally and Sheila.	Sally is tall and may be blond. Sheila is short and definitely blond.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is incorrect and does not make sense. It seems to be a mix of two ideas that are not properly combined.	The socks are ready for you to put on as planned.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct grammatically. It seems to be missing some words or context to make complete sense.	It is easy to please both my mother and my father.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct. It is a run-on sentence, which means it contains two independent clauses ("That the cops spoke to the janitor about it yesterday" and "that robbery") that are not properly joined.	That the cops spoke to the janitor about the robbery yesterday is terrible.
0	The given sentence is not correct grammatically. There is a mistake in the sentence structure, specifically with the use of the conjunction "and."	Every student who wears socks is a swinger.
0	The sentence is not correct because the pronoun "him" is not in the correct case. The correct pronoun case for the object of a preposition is "his".	That girl was given my binoculars by him.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The correct phrase is "I can't remember somebody's name." The original sentence is incorrect because it places the noun "name" before the preposition "of."	I can't remember somebody's name.
0	The correct conjunction to use in this sentence is "Neither...nor..." instead of "No...no..." Also, the verb "meet" should be in singular form to agree with the singular subjects "writer" and "playwright."	Neither writer nor playwright meets in Vienna.
0	The sentence is incorrect because of the incorrect use of the conjunction "nor." When using "nor," the sentence structure should be: "Neither [noun phrase] nor [noun phrase]." In this case, the correct sentence structure would be "Neither writer nor any playwright meets in Vienna."	Neither writer nor any playwright meets in Vienna.
0	The correct sentence should be "That you will marry any student is uncertain." The word "uncertain" means "not known for sure; doubtful." Using the word "certain" in the sentence changes its meaning to the opposite of what is intended.	That you will marry any student is uncertain.
0	This sentence is incorrect as it is ambiguous and can have two meanings. It can either mean that Felicia kicked the ball while she was sitting on a bench or that she kicked the ball away from the bench.	The sentence is ambiguous and can be rewritten for clarity. For example: "Felicia kicked the ball while sitting on the bench" or "Felicia kicked the ball away from the bench."
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
0	The sentence is not correct because the preposition "out of" is not appropriate in this context.	Sam took the ball out of the basket.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the preposition "to" is incorrect in this context. The correct preposition to use here is "for".	No one can forgive that comment for you.
0	The phrase "blew up" is incorrect in this context. A more appropriate phrase would be "exploded" or "blew to pieces."	We launched the rocket to the moon, but it exploded before it got there.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is incorrect because the word "partway" is not used correctly in this context. It seems like there is a missing word or the sentence is not structured correctly.	I lent the book partially to Tony.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it is ambiguous and can have two meanings. It can mean that the farmer dumped the cart along with the apples or that the farmer dumped the apples that were in the cart.	The sentence is ambiguous and can be rewritten as: "The farmer dumped the apples from the cart." or "Along with the apples, the farmer dumped the cart."
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because the preposition "on" is incorrect in this context. It should be "in" instead.	Janet broke Bill's finger.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it is missing the preposition "into" before "the room."	Sharon came into the room.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is incorrect because the preposition "with" is not appropriate in this context. It should be "over" or "across" instead.	Brian threw the stick over the fence.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The correct article "the" is missing before "dedication".	They praised the dedication of the volunteers.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the subject "books" is plural, but the verb "lifted" is singular. In English, the subject and verb must agree in number.	The books were lifted onto the table.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because of the incorrect use of the verb "crammed". A suggested correction is to use the verb "loaded" instead.	Jessica loaded boxes into the truck.
0	The preposition "at" is not needed in this sentence.	Lora buttered the toast.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is incorrect because the preposition "at" is not the correct preposition to use in this context.	Carla slid the book.
1	The sentence is already grammatically correct.	The sentence is already correct.
0	The sentence is not correct because the subject and verb do not agree. The singular noun "package" should be followed by the singular verb "drives" instead of "drive".	Packages drive easily to New York.
0	The sentence is not correct because it is missing a subject. It appears to be missing the word "I" as the subject, indicating that the speaker is pushing the chair.	I pushed the chair.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it is not a complete sentence. It seems like something is missing. A possible correction is: "A job is being offered."	A job is being offered.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is grammatically incorrect. The phrase "differ apart" is not correct; the correct phrase should be "differ from each other."	This flyer and that flyer differ from each other.
0	The sentence is grammatically incorrect because the verb "scribbled" is not the right choice to describe the action of signing a contract. A better verb to use in this context would be "signed".	The jeweller signed the contract with his name.
0	The sentence is incorrect because the phrase "grow something into something else" is not idiomatic. The correct phrase would be "grow something from something else".	The gardener grew that acorn into an oak tree.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because it is missing a subject or a verb. It seems like something is missing from the sentence, which makes it grammatically incorrect.	The clowns amused the children.
1	The sentence is already grammatically correct.	The sentence is already correct.
0	The preposition "at" is not the correct preposition to use after "whisper." When someone whispers, they do it "to" someone.	Susan whispered to Rachel.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because it is incomplete and lacks context. It seems like there is a missing verb after the word "said."	Ellen spoke about the present conditions.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the verb "winked" is not used correctly in this context. It should be used with an expression like "an eye" or "at someone."	Linda winked her lip at the guy.
0	This sentence is incorrect because the preposition "me" is not appropriate in this context. The correct preposition to use here is "in".	My heart is pounding in my chest.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The correct phrase is "squeak the door", which means to open or close a door, causing it to make a high-pitched sound. The verb "squeak" is used with the object "door" and does not require the addition of "ed".	I squeaked the door.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is incorrect because the word "fort" is a singular noun and should be followed by a singular verb.	The fort fluttered with many flags.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it uses a passive voice and an awkward phrase "There presented itself." To correct the sentence, we can use an active voice and a more natural phrase.	A wonderful opportunity presented itself yesterday.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because it is a sentence fragment. It does not contain a subject and is therefore incomplete.	A little white rabbit jumped out of the box.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the plural form of "information" is used with the singular form of "was."	Much information was provided.
0	The correct article to use with the word "advice" is "an" because the word "advice" starts with a vowel sound, making the correct phrase "a piece of advice."	John offers much advice.
1	The sentence is already correct.	The cake that Jones got was more delicious than the one that Smith got.
0	The sentence is not correct because it uses an indirect command. To form a correct sentence, an indirect command should be introduced by a gerund, not an infinitive.	We recommend eating less cake and pastry.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because it is not clear who "her" refers to and the verb "washed" is not typically used to describe one person washing another person.	The sentence is unclear and needs more context. A clearer sentence could be: "He helped to wash her hair."
0	The sentence is incorrect because it does not follow the standard subject-verb structure in English. It seems like an imperative command but lacks a clear subject.	Wash yourself!
0	The sentence is not correct grammatically. It seems like a fragment and is incomplete.	They have none.
0	The correct sentence would be "Some of my jobs are in jeopardy." The word "of" is missing in the sentence.	Some of my jobs are in jeopardy.
0	This sentence is not correct grammatically. The verb "met" is in the wrong position, and the sentence lacks a clear subject.	Several young students met the policeman in the park last night.
0	The sentence is a fragment and is not a complete sentence. It seems to be missing a subject or a main clause.	Did the policeman meet someone in the park?
1	The sentence is already grammatically correct.	The sentence is already correct.
0	The sentence is not correct because the subject and the verb do not agree. In this case, the verb should be plural to agree with the plural subject "monkeys."	The monkeys are proud of their leader.
0	The sentence is not correct because it is incomplete. It seems that an adjective or an adverb is missing after the word "very."	The sentence is incomplete and needs more context to be corrected.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is ambiguous and potentially misleading. It can be interpreted in two ways: either John bought a book that was on the table, or John bought a book about the subject of tables. To clarify the sentence, additional context or rephrasing is needed.	John bought the book that was on the table.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct. It seems like it's trying to say that "He" has left a good friend with the speaker, but the structure and word choice are incorrect.	He has left me a good friend.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it is missing a word or phrase after the verb "put." It should specify what John put under the bathtub.	The sentence is not correct and cannot be fixed without additional context.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because it is missing a preposition and has incorrect verb conjugation.	Kim depends on Sandy.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is missing a direct object that describes what Kim put in the box.	Kim put the gift in the box.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because the phrase "That Fred was unpopular" is not a complete clause and does not make sense as a nomination.	The fact that Fred was unpopular nominated Bill.
0	The sentence is not correct because it contains an acronym, "FTA," that is not defined or explained.	They were taking a hard look at a possible free trade agreement (FTA).
0	The preposition "against" is not appropriate in this context. A better preposition would be "for".	John paid me for the book.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is incorrect because the verb "make" should not be used with a reflexive pronoun like "themself."	We made them rude.
1	The sentence is already correct.	The sentence is already correct.
0	The verb "reads" should be plural to agree with the plural subject "students." The verb form "read" is also preferred over "reads" in the present tense for a sentence describing a general truth or habit.	Students studying English read Conrad's Heart of Darkness while at university.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is grammatically incorrect due to the incorrect subject-verb agreement. The correct verb form should be "has" instead of "failed" to agree with the singular subject "Neither."	Neither of the students has failed.
0	The sentence is incorrect because the preposition "of" is not needed here.	I drank some water.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already grammatically correct.	The sentence is already correct.
0	The sentence is incorrect because the use of "itself" does not make sense in this context. A dog trying to bite itself is illogical and physically impossible.	The sentence is already correct.
0	The sentence is incorrect because the reflexive pronoun "yourself" should not be used when the action is performed by someone else.	He washed himself.
0	The sentence is not correct because the object of the sentence, "Kim," is not in the correct position after the verb "please."	John is easy to please for Kim.
0	The sentence is not correct because it is incomplete and lacks a subject or context. It seems like there might be missing words or information that would complete the thought.	The sentence is incomplete and needs more context or information to be correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is incorrect because the preposition "in" is inappropriate in this context. The correct preposition to use here is "at." Additionally, the sentence structure is awkward and could be improved for clarity.	We believed John to be at the fountain in the park.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because the verb "be" is missing an auxiliary verb before it. In sentences that use the passive voice with the verb "believe," the correct structure is "be + believed + to + verb."	It is believed that there are sheep in the park.
0	This sentence is not correct because the verb form "would" is not used correctly in this context and the article "to" is unnecessary here.	I hope to study in France.
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct because the verb "will" is used incorrectly. It should be used to describe a future action or state, but "rain" is a noun in this context and not a verb.	It will rain tomorrow.
0	The verb form is incorrect.	We expect it to rain.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is incorrect because the verb "to be" is used incorrectly in the sentence. The correct form of the verb "to be" in the past tense is "was."	Was the child in the school?
1	The sentence is already correct.	The sentence is already correct.
0	The correct sentence should be "John does not want to leave the town."	John does not want to leave the town.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is a correct English sentence.	The sentence is already correct.
0	The sentence is not correct because of the incorrect use of the adverb "scarcely." It should be placed before the verb "could" for proper emphasis.	As a statesman, he could scarcely do anything worth mentioning.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is grammatically correct.	The sentence is already correct.
0	This sentence is not correct because it is ambiguous and does not make sense as written. It seems like there might be a missing noun or context that would clarify what is being described.	The book weighed a pound.
0	The correct sentence should be "Whom do you think Tom saw?" since "whom" is the objective form of the pronoun "who" and should be used as the object of a sentence or preposition. In this sentence, "whom" is the object of the verb "saw."	Whom do you think Tom saw?
1	The sentence is already correct.	The sentence is already correct.
0	This sentence is not correct grammatically. It seems like there is a missing noun after the word "politician."	Fed knows which politician to vote for.
1	The sentence is already grammatically correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it is missing the article "in" after "Which." The correct phrase would be "Which house does your friend live in?"	Which house does your friend live in?
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because of the incorrect use of the preposition "with" at the end of the sentence.	Jack is the person with whom Jenny fell in love.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The correct sentence should be: "Which topic did you choose without getting his approval?" Here, the error is related to the subject-verb agreement. The singular noun "topic" requires the singular verb "did choose" instead of "did choose."	Which topic did you choose without getting his approval?
0	The sentence is not correct grammatically. It seems like there is a missing word or phrase that would complete the thought.	Which topic did you get bored of because Mary talked about it?
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
1	The sentence is already correct.	The sentence is already correct.
0	The correct phrase would be "It really bites that we invaded Iraq." The correct sentence structure would be to use "It" as the subject of the sentence, followed by the verb "bites," and then the clause "that we invaded Iraq" as the object.	It really bites that we invaded Iraq.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is not correct because it is not grammatically correct. It seems to be missing a subject and verb before the phrase "who achieved the best result."	Angela achieved the best result.
1	The sentence is already correct.	The sentence is already correct.
0	The sentence is grammatically incorrect. The phrase "hard to find anyone to look after" is not a grammatically correct phrase.	That kind of person is hard to find, and even harder for anyone to look after.
1	The sentence is already correct.	The sentence is already correct.
